feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Barnesiellaceae.g__Barnesiella.s__Barnesiella.intestinihominis	Visit	3	0.510770935205479	0.259783242870426	46	11	0.0620260847671251	0.440574789246671
d__Bacteria.p__Bacillota.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Limosilactobacillus.s__Limosilactobacillus.reuteri	Visit	3	-0.0434782608695578	0.0434782606067064	46	1	0.32277857459801	0.440574789246671
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__Faecousia.s__Faecousia.sp000435995	Visit	3	-0.0126325891572541	0.0126325886970558	46	2	0.328183244243455	0.440574789246671
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__UBA11471.g__Caccoplasma.s__Caccoplasma.intestinavium	Visit	3	0.264050472616468	0.182074878211211	46	6	0.161102763674256	0.440574789246671
d__Bacteria.p__Bacillota_A.c__Clostridia.o__TANB77.f__CAG.508.g__CAG.269.s__CAG.269.sp958438515	Visit	3	-0.00823729848552731	0.00823729832296684	46	2	0.328183252326641	0.440574789246671
d__Bacteria.p__Actinomycetota.c__Coriobacteriia.o__Coriobacteriales.f__QAMH01.g__QAMH01.s__QAMH01.sp900544245	Visit	3	-0.0434782608695751	0.0434782605147523	46	1	0.322778584165819	0.440574789246671
d__Bacteria.p__Actinomycetota.c__Coriobacteriia.o__Coriobacteriales.f__Atopobiaceae.g__Tractidigestivibacter.s__Tractidigestivibacter.sp000752675	Visit	3	-0.155761941178031	0.112833803140765	46	3	0.18131285860519	0.440574789246671
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__UBA738.s__UBA738.sp934511165	Visit	3	0.0499902911478658	0.049990290525454	46	2	0.328183255834555	0.440574789246671
d__Bacteria.p__Actinomycetota.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Collinsella.s__Collinsella.aerofaciens_Q	Visit	3	-0.100257347068535	0.0866853393019617	46	5	0.25985454862408	0.440574789246671
d__Bacteria.p__Actinomycetota.c__Coriobacteriia.o__Coriobacteriales.f__Atopobiaceae.g__Thermophilibacter.s__Thermophilibacter.mediterraneus	Visit	3	-0.026927764075177	0.0269277635617421	46	2	0.328183252640236	0.440574789246671
d__Bacteria.p__Bacillota_I.c__Bacilli_A.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Bulleidia.s__Bulleidia.intestinalis	Visit	3	-0.0639999463847693	0.0639999449998669	46	2	0.328183251357877	0.440574789246671
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__UBA932.g__Cryptobacteroides.s__Cryptobacteroides.sp900316045	Visit	3	-0.150183193112071	0.150183192450568	46	2	0.328183259717444	0.440574789246671
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__CAG.103.s__CAG.103.sp900757655	Visit	3	-0.106360729613001	0.0844098826463219	46	4	0.220853763936674	0.440574789246671
d__Archaea.p__Methanobacteriota.c__Methanobacteria.o__Methanobacteriales.f__Methanobacteriaceae.g__Methanosphaera.s__Methanosphaera.stadtmanae	Visit	3	-0.0190419023943788	0.0190419023173072	46	2	0.328183259918079	0.440574789246671
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Peptostreptococcales.f__Anaerovoracaceae.g__Baileyella.s__Baileyella.intestinalis	Visit	3	-0.0434782608695875	0.0434782606015295	46	1	0.322778475801241	0.440574789246671
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__Pelethomonas.s__Pelethomonas.sp958423465	Visit	3	0.0668307668013702	0.0668307666896551	46	2	0.328183261067326	0.440574789246671
d__Bacteria.p__Actinomycetota.c__Actinomycetes.o__Actinomycetales.f__Bifidobacteriaceae.g__Bifidobacterium.s__Bifidobacterium.bifidum	Visit	3	-0.193804560907408	0.107446624989712	46	7	0.0849862234766853	0.440574789246671
d__Bacteria.p__Verrucomicrobiota.c__Verrucomicrobiae.o__Verrucomicrobiales.f__Akkermansiaceae.g__Akkermansia.s__Akkermansia.massiliensis	Visit	3	-0.0617966935279418	0.0617966934461187	46	2	0.328183261236275	0.440574789246671
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__Scatomorpha.s__Scatomorpha.intestinigallinarum	Visit	3	0.136836689091103	0.1097275204691	46	3	0.225489339787918	0.440574789246671
d__Bacteria.p__Bacillota_C.c__Negativicutes.o__Veillonellales.f__Dialisteraceae.g__Dialister.s__Dialister.succinatiphilus	Visit	3	-0.221010902500018	0.121131754214092	46	11	0.0816805828880909	0.440574789246671
d__Bacteria.p__Bacillota_I.c__Bacilli_A.o__RF39.f__UBA660.g__UMGS872.s__UMGS872.sp900546275	Visit	3	-0.0874560624250737	0.060420037200474	46	2	0.154853873074905	0.440574789246671
d__Bacteria.p__Desulfobacterota.c__Desulfovibrionia.o__Desulfovibrionales.f__Desulfovibrionaceae.g__Desulfovibrio.s__Desulfovibrio.piger_A	Visit	3	0.0434782608695479	0.043478259807547	46	1	0.322788331183919	0.440574789246671
d__Bacteria.p__Synergistota.c__Synergistia.o__Synergistales.f__Dethiosulfovibrionaceae.g__Pyramidobacter.s__Pyramidobacter.piscolens	Visit	3	0.04347826086958	0.0434782606050012	46	1	0.322778475839755	0.440574789246671
d__Bacteria.p__Pseudomonadota.c__Gammaproteobacteria.o__Enterobacterales.f__Enterobacteriaceae.g__Klebsiella.s__Klebsiella.pneumoniae	Visit	3	0.297860468160872	0.288580474700359	46	5	0.307638612556264	0.440574789246671
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__Alistipes.s__Alistipes.dispar	Visit	3	0.0434782608695652	0.0434782606044946	46	1	0.322778682549775	0.440574789246671
d__Bacteria.p__Verrucomicrobiota.c__Verrucomicrobiae.o__Opitutales.f__CAG.312.g__Merdousia.s__Merdousia.sp900760665	Visit	3	0.225713348543401	0.151762581407219	46	4	0.151134232406045	0.440574789246671
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__Dysosmobacter.s__Dysosmobacter.sp958426425	Visit	3	0.0434782608695751	0.043478260605175	46	1	0.322778475841686	0.440574789246671
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides.clarus	Visit	3	0.0434782608695677	0.0434782606068306	46	1	0.322778575046162	0.440574789246671
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Coprobacteraceae.g__Coprobacter.s__Coprobacter.fastidiosus	Visit	3	0.189619379738202	0.150565443046236	46	2	0.214533677281546	0.440574789246671
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Christensenellales.f__Aristaeellaceae.g__Pullichristensenella.s__Pullichristensenella.excrementipullorum	Visit	3	0.043478260869585	0.0434782608695652	46	1	0.322778478754231	0.440574789246671
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides.zhangwenhongii	Visit	3	0.0434782608695652	0.0434782608529461	46	1	0.322778479386517	0.440574789246671
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Christensenellales.f__Borkfalkiaceae.g__Borkfalkia.s__Borkfalkia.ceftriaxoniphila	Visit	3	0.0434782608695455	0.0434782606049646	46	1	0.322778543221501	0.440574789246671
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Acutalibacteraceae.g__Acutalibacter.s__Acutalibacter.pullistercoris	Visit	3	0.0434782608695627	0.043478259819585	46	1	0.322778467187564	0.440574789246671
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__Scatomorpha.s__Scatomorpha.pullicola	Visit	3	0.0434782608695726	0.0434782606062096	46	1	0.322778746578138	0.440574789246671
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__Alistipes.s__Alistipes.communis	Visit	3	0.184824626216907	0.145981070276901	46	2	0.212144646491534	0.440574789246671
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Tannerellaceae.g__Parabacteroides.s__Parabacteroides.johnsonii	Visit	3	0.0434782608695627	0.0434782608695652	46	1	0.322778478754421	0.440574789246671
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__CAG.791.s__CAG.791.sp900317555	Visit	3	0.0434782608695405	0.043478260602828	46	1	0.322778662235265	0.440574789246671
d__Bacteria.p__Pseudomonadota.c__Gammaproteobacteria.o__Burkholderiales.f__Burkholderiaceae.g__Aphodousia.s__Aphodousia.faecalis	Visit	3	0.043478260869585	0.0434782598140308	46	1	0.322779526325349	0.440574789246671
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Christensenellales.f__Borkfalkiaceae.g__Scatosoma.s__Scatosoma.sp003150575	Visit	3	0.043478260869585	0.0434782608695652	46	1	0.322778478754176	0.440574789246671
d__Bacteria.p__Bacillota.c__Bacilli.o__Lactobacillales.f__Enterococcaceae.g__Enterococcus_B.s__Enterococcus_B.hirae	Visit	3	0.0434782608695627	0.0434782598204535	46	1	0.322779395372962	0.440574789246671
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__Scatomorpha.s__Scatomorpha.merdavium	Visit	3	0.0434782608695627	0.0434782608695652	46	1	0.322778478754456	0.440574789246671
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__Alistipes.s__Alistipes.onderdonkii	Visit	3	0.32342148380755	0.293103534829216	46	11	0.281761153821898	0.440574789246671
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Coprococcus.s__Coprococcus.ammoniilyticus	Visit	3	0.116391963664786	0.115942792940525	46	5	0.326353801394543	0.440574789246671
d__Bacteria.p__Verrucomicrobiota.c__Lentisphaeria.o__Victivallales.f__UBA1829.g__UBA1829.s__UBA1829.sp900548385	Visit	3	-0.171556504959813	0.121208014601123	46	3	0.170955281260599	0.440574789246671
d__Bacteria.p__Actinomycetota.c__Actinomycetes.o__Actinomycetales.f__Bifidobacteriaceae.g__Bifidobacterium.s__Bifidobacterium.catenulatum	Visit	3	-0.211313160493247	0.21148029827061	46	4	0.323156792956558	0.440574789246671
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Jutongia.s__Jutongia.sp003524945	Visit	3	-0.120259268720323	0.114211518523529	46	4	0.303791038497888	0.440574789246671
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Anaerobutyricum.s__Anaerobutyricum.soehngenii	Visit	3	-0.0434782608695652	0.0434782606056503	46	1	0.322783979223809	0.440574789246671
d__Bacteria.p__Pseudomonadota.c__Gammaproteobacteria.o__Enterobacterales.f__Enterobacteriaceae.g__Escherichia.s__Escherichia.fergusonii	Visit	3	0.0434782608695825	0.0434782606077145	46	1	0.322778699191542	0.440574789246671
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae.g__Faecalibacterium.s__Faecalibacterium.sp900758465	Visit	3	0.11273655219774	0.0800832181102186	46	2	0.166233554372263	0.440574789246671
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Blautia_A.s__Blautia_A.sp003471165	Visit	3	0.0434782608695627	0.0434782606076828	46	1	0.322779021172321	0.440574789246671
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Bariatricus.s__Bariatricus.sp934320645	Visit	3	0.0434782608695652	0.0434782608695652	46	1	0.322778478754428	0.440574789246671
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Roseburia.s__Roseburia.sp900753715	Visit	3	0.0434782608695726	0.0434782608695652	46	1	0.322778478754346	0.440574789246671
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Oliverpabstia.s__Oliverpabstia.faecicola	Visit	3	0.0434782608695627	0.04347826080355	46	1	0.322778478027179	0.440574789246671
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Prevotella.s__Prevotella.sp900548745	Visit	3	-0.147552930838698	0.120676099083253	46	4	0.227945022444073	0.440574789246671
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Blautia_A.s__Blautia_A.sp905209435	Visit	3	0.112488541307557	0.0798749632980282	46	2	0.166071182334997	0.440574789246671
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Blautia_A.s__Blautia_A.acetigignens	Visit	3	0.10457463350296	0.0733596502059027	46	2	0.161066903107847	0.440574789246671
d__Bacteria.p__Bacillota.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__Streptococcus.thermophilus	Visit	3	0.04347826086958	0.043478260608049	46	1	0.322778568917043	0.440574789246671
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Blautia.s__Blautia.stercoris	Visit	3	0.0434782608695529	0.0434782608695652	46	1	0.32277847875457	0.440574789246671
d__Bacteria.p__Verrucomicrobiota.c__Verrucomicrobiae.o__Opitutales.f__CAG.312.g__Merdousia.s__Merdousia.sp002437405	Visit	3	0.0434782608695578	0.0434782608695652	46	1	0.32277847875453	0.440574789246671
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae.g__Faecalibacterium.s__Faecalibacterium.prausnitzii_E	Visit	3	0.0655236833890443	0.0478458331032475	46	3	0.184669076202868	0.440574789246671
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae.g__Ruminococcus_C.s__Ruminococcus_C.sp900545285	Visit	3	0.0434782608695677	0.0434782608695652	46	1	0.322778478754428	0.440574789246671
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae.g__Gemmiger.s__Gemmiger.sp900539695	Visit	3	0.0661391184964719	0.0481072237336088	46	3	0.183026977156627	0.440574789246671
d__Bacteria.p__Bacillota_I.c__Bacilli_A.o__RF39.f__UBA660.g__UMGS1271.s__UMGS1271.sp900550255	Visit	3	0.043478260869543	0.0434782598131314	46	1	0.322790189543345	0.440574789246671
d__Bacteria.p__Bacillota_A.c__Clostridia.o__TANB77.f__CAG.508.g__CAG.269.s__CAG.269.sp001916005	Visit	3	0.04347826086958	0.0434782606066406	46	1	0.322778608780532	0.440574789246671
d__Bacteria.p__Actinomycetota.c__Coriobacteriia.o__Coriobacteriales.f__Eggerthellaceae.g__Senegalimassilia.s__Senegalimassilia.sp003474385	Visit	3	0.0434782608695553	0.0434782608695652	46	1	0.322778478754503	0.440574789246671
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Butyribacter.s__Butyribacter.intestini	Visit	3	0.0434782608695553	0.0434782608695652	46	1	0.322778478754564	0.440574789246671
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__Faecousia.s__Faecousia.sp900547405	Visit	3	0.0434782608695454	0.0434782608695652	46	1	0.322778478754654	0.440574789246671
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Prevotella.s__Prevotella.sp900553965	Visit	3	0.0434782608695726	0.0434782608622443	46	1	0.32277847867375	0.440574789246671
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Butyricicoccaceae.g__Agathobaculum.s__Agathobaculum.butyriciproducens	Visit	3	0.124760123389738	0.0904202856792238	46	2	0.174626055049913	0.440574789246671
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Acutalibacteraceae.g__Eubacterium_R.s__Eubacterium_R.sp900539775	Visit	3	0.0434782608695677	0.043478260605409	46	1	0.322779821168832	0.440574789246671
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Phocaeicola.s__Phocaeicola.sp000434735	Visit	3	0.0595759177664748	0.045671288681078	46	3	0.205562460489952	0.440574789246671
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Christensenellales.f__Aristaeellaceae.g__Ventricola.s__Ventricola.sp934631055	Visit	3	0.0434782608695528	0.0434782598149282	46	1	0.322780689489439	0.440574789246671
d__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__RF32.f__CAG.977.g__UBA11549.s__UBA11549.sp900768185	Visit	3	0.0434782608695677	0.0434782598177958	46	1	0.322779741776959	0.440574789246671
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Hominisplanchenecus.s__Hominisplanchenecus.faecis	Visit	3	0.0434782608695652	0.0434782606065715	46	1	0.322778612720292	0.440574789246671
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides.ovatus	Visit	3	0.496840033397417	0.330709746979784	46	5	0.147227007786419	0.440574789246671
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Lachnospira.s__Lachnospira.sp000436475	Visit	3	0.0434782608695553	0.0434782608695652	46	1	0.322778478754502	0.440574789246671
d__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__RF32.f__CAG.239.g__CAZU01.s__CAZU01.sp000432275	Visit	3	-0.147875219481145	0.130790471849254	46	3	0.270387895143688	0.440574789246671
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Marinifilaceae.g__Odoribacter.s__Odoribacter.laneus	Visit	3	-0.2444003818485	0.214060758687017	46	3	0.259740299468013	0.440574789246671
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Acutalibacteraceae.g__CAG.177.s__CAG.177.sp000431775	Visit	3	-0.0669522253103507	0.0653403082014336	46	9	0.316654756096218	0.440574789246671
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Muribaculaceae.g__UBA7173.s__UBA7173.sp900546835	Visit	3	-0.199080554973616	0.159647750589335	46	2	0.21899516653561	0.440574789246671
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae.g__Gemmiger.s__Gemmiger.stercorigallinarum	Visit	3	-0.0434782608695726	0.0434782608695652	46	1	0.322778478754312	0.440574789246671
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Lachnospira.s__Lachnospira.sp000437735	Visit	3	-0.0434782608695751	0.0434782608695652	46	1	0.32277847875432	0.440574789246671
d__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__RF32.f__CAG.239.g__Scatacola_A.s__Scatacola_A.faecigallinarum	Visit	3	-0.15956268846245	0.121163235183265	46	4	0.194682212339833	0.440574789246671
d__Bacteria.p__Bacillota.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Limosilactobacillus.s__Limosilactobacillus.oris	Visit	3	0.0434782608695776	0.0434782608695652	46	1	0.322778478754257	0.440574789246671
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Christensenellales.f__CAG.917.g__CAG.475.s__CAG.475.sp000434435	Visit	3	0.160301131135374	0.141015195204041	46	6	0.267867506303375	0.440574789246671
d__Bacteria.p__Bacillota_C.c__Negativicutes.o__Veillonellales.f__Dialisteraceae.g__Dialister.s__Dialister.sp002320515	Visit	3	0.105978408540854	0.074495580206954	46	2	0.161899604456474	0.440574789246671
d__Bacteria.p__Bacillota.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Limosilactobacillus.s__Limosilactobacillus.fermentum	Visit	3	0.098694395236338	0.0687090606561027	46	2	0.157958186989454	0.440574789246671
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides.intestinalis	Visit	3	0.0434782608695751	0.0434782598145089	46	1	0.32278223229265	0.440574789246671
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__CAG.272.g__QALR01.s__QALR01.sp900553085	Visit	3	0.187894960046284	0.148915161002976	46	2	0.213683701796541	0.440574789246671
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__Vescimonas.s__Vescimonas.sp003539495	Visit	3	0.0434782608695553	0.0434782598147165	46	1	0.322778467134058	0.440574789246671
d__Bacteria.p__Bacillota.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Lactobacillus.s__Lactobacillus.paragasseri	Visit	3	0.0434782608695652	0.0434782598172506	46	1	0.322779970053432	0.440574789246671
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae.g__Porcipelethomonas.s__Porcipelethomonas.ammoniilytica	Visit	3	0.0960322547569984	0.0666675190243855	46	2	0.156814118788924	0.440574789246671
d__Bacteria.p__Bacillota.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__Streptococcus.sp001556435	Visit	3	0.0434782608695627	0.0434782608695652	46	1	0.322778478754421	0.440574789246671
d__Bacteria.p__Actinomycetota.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Collinsella.s__Collinsella.sp003458415	Visit	3	0.131532398559201	0.0964149875299517	46	2	0.179433938291126	0.440574789246671
d__Bacteria.p__Bacillota_C.c__Negativicutes.o__Selenomonadales.f__Selenomonadaceae.g__Megamonas.s__Megamonas.funiformis	Visit	3	-0.18461570794781	0.151348815601247	46	4	0.235455419901172	0.440574789246671
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Prevotella.s__Prevotella.sp000436035	Visit	3	-0.111618422705289	0.098471680611503	46	7	0.269202760240845	0.440574789246671
d__Bacteria.p__Pseudomonadota.c__Gammaproteobacteria.o__Enterobacterales.f__Succinivibrionaceae.g__Succinivibrio.s__Succinivibrio.sp902465145	Visit	3	-0.240506855948366	0.14144465931215	46	3	0.0961245269893551	0.440574789246671
d__Bacteria.p__Bacillota_I.c__Bacilli_A.o__Erysipelotrichales.f__Coprobacillaceae.g__Catenibacterium.s__Catenibacterium.faecis	Visit	3	-0.329109647899532	0.199832203214191	46	5	0.113783675187455	0.440574789246671
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Tannerellaceae.g__Parabacteroides.s__Parabacteroides.massiliensis	Visit	3	-0.0434782608695652	0.0434782608203877	46	1	0.322778482383611	0.440574789246671
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__UBA6398.s__UBA6398.sp003150315	Visit	3	0.262388441919835	0.154607570120513	46	3	0.0967400460509494	0.440574789246671
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Christensenellales.f__Borkfalkiaceae.g__UBA10281.s__UBA10281.sp900554485	Visit	3	0.0450042669173122	0.0434356552439165	46	3	0.311404386760136	0.440574789246671
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__Vescimonas.s__Vescimonas.fastidiosa	Visit	3	0.0434782608695652	0.0434782608695652	46	1	0.322778478754428	0.440574789246671
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Christensenellales.f__Pumilibacteraceae.g__UBA10677.s__UBA10677.sp900762945	Visit	3	-0.0434782608695726	0.0434782606071479	46	1	0.322778632766329	0.440574789246671
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__Limivicinus.s__Limivicinus.sp900547315	Visit	3	-0.1551859288208	0.0981307030192101	46	4	0.12805310872922	0.440574789246671
d__Bacteria.p__Bacillota_I.c__Bacilli_A.o__RF39.f__UBA660.g__CAG.628.s__CAG.628.sp000438415	Visit	3	-0.00610824967874449	0.00610824940654646	46	2	0.32818324031213	0.440574789246671
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Peptostreptococcales.f__Anaerovoracaceae.g__CAG.238.s__CAG.238.sp000435615	Visit	3	-0.111064858435708	0.0728357866690814	46	5	0.141540286190084	0.440574789246671
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae.g__YE71.s__YE71.sp000434695	Visit	3	-0.0434782608695603	0.0434782606053003	46	1	0.322778578046978	0.440574789246671
d__Bacteria.p__Bacillota_C.c__Negativicutes.o__Veillonellales.f__Megasphaeraceae.g__Megasphaera.s__Megasphaera.elsdenii	Visit	3	-0.0790346675606375	0.0754212160828512	46	9	0.306056667369649	0.440574789246671
d__Bacteria.p__Verrucomicrobiota.c__Verrucomicrobiae.o__Opitutales.f__CAG.312.g__Merdousia.s__Merdousia.sp001917305	Visit	3	-0.0434782608695751	0.0434782598107552	46	1	0.322784080159379	0.440574789246671
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Phocaeicola.s__Phocaeicola.massiliensis	Visit	3	-0.0434782608695677	0.0434782608695652	46	1	0.322778478754418	0.440574789246671
d__Bacteria.p__Bacillota_C.c__Negativicutes.o__Veillonellales.f__Megasphaeraceae.g__Caecibacter.s__Caecibacter.massiliensis	Visit	3	0.0984995562170787	0.068558198477214	46	2	0.157868195845543	0.440574789246671
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Christensenellales.f__Aristaeellaceae.g__SFMI01.s__SFMI01.sp004556155	Visit	3	0.130533193075386	0.127915391387008	46	3	0.313086217075042	0.440574789246671
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae.g__UBA5884.s__UBA5884.sp900551505	Visit	3	0.0434782608695504	0.0434782606052312	46	1	0.322778838130428	0.440574789246671
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Peptostreptococcales.f__Anaerovoracaceae.g__CAG.238.s__CAG.238.sp900551415	Visit	3	0.04347826086958	0.04347826060638	46	1	0.322778527106603	0.440574789246671
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Blautia_A.s__Blautia_A.faecis	Visit	3	0.0434782608695504	0.0434782608695652	46	1	0.322778478754609	0.440574789246671
d__Bacteria.p__Bacillota_I.c__Bacilli_A.o__RF39.f__UBA660.g__CAG.611.s__CAG.611.sp900552235	Visit	3	0.0434782608695479	0.0434782598232175	46	1	0.322778467227805	0.440574789246671
d__Bacteria.p__Bacillota_A.c__Clostridia.o__TANB77.f__CAG.508.g__CAG.452.s__CAG.452.sp000434035	Visit	3	0.0434782608695751	0.0434782606045853	46	1	0.322778724037002	0.440574789246671
d__Bacteria.p__Actinomycetota.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Collinsella.s__Collinsella.sp902363125	Visit	3	0.0957717998339707	0.0664701387612672	46	2	0.156715741402711	0.440574789246671
d__Bacteria.p__Bacillota_I.c__Bacilli_A.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Bulleidia.s__Bulleidia.sp900539965	Visit	3	0.0434782608695603	0.0434782605145064	46	1	0.322778645171077	0.440574789246671
