taxa	p_raw	p_adjusted
CAG.115.sp000432175	0.913389065403133	0.992740795669209
UBA1829.sp002338895	0.760654012318577	0.992740795669209
Methanarcanum.hacksteinii	0.913389065403133	0.992740795669209
UBA1740.sp934434925	0.913389065403133	0.992740795669209
Cryptobacteroides.sp900546445	0.913389065403133	0.992740795669209
Romboutsia.timonensis	0.513448720607901	0.992740795669209
Enterococcusdurans	0.513448720607901	0.992740795669209
Dialister.invisus	0.513448720607901	0.992740795669209
Enterobacter.hormaechei_B	0.337058571866911	0.992740795669209
Alloscardovia.omnicolens	0.541993256335659	0.992740795669209
Bifidobacterium.dentium	0.541993256335659	0.992740795669209
Enterococcusavium	0.541993256335659	0.992740795669209
Roseburia.intestinalis	0.541993256335659	0.992740795669209
Streptococcus.pasteurianus	0.445595976973432	0.992740795669209
Bifidobacterium.animalis_B	0.541993256335659	0.992740795669209
Enterococcusasini	0.541993256335659	0.992740795669209
Lacticaseibacillus.rhamnosus	0.432653715849064	0.992740795669209
Avilachnospira.sp944381405	0.432653715849064	0.992740795669209
Thermophilibacter.sp012027725	0.432653715849064	0.992740795669209
Aphodousia.sp905201055	0.432653715849064	0.992740795669209
Avilachnospira.sp944377405	0.432653715849064	0.992740795669209
Hungatella.effluvii	0.432653715849064	0.992740795669209
Butyricimonas.faecihominis	0.246881525627716	0.992740795669209
Gemmiger.sp900540775	0.432653715849064	0.992740795669209
Alistipessp900539755	0.432653715849064	0.992740795669209
Vescimonas.sp934623575	0.632005521963359	0.992740795669209
Scatousia.sp900321895	0.632005521963359	0.992740795669209
Spyradocola.merdavium	0.632005521963359	0.992740795669209
CAG.170.sp934646005	0.632005521963359	0.992740795669209
Limadaptatus.sp944372795	0.632005521963359	0.992740795669209
Bilophila.sp900550745	0.632005521963359	0.992740795669209
Alistipeshominis	0.632005521963359	0.992740795669209
Vescimonas.sp900313295	0.445595976973432	0.992740795669209
Gemmiger.sp900554145	0.445595976973432	0.992740795669209
UMGS1781.sp900555075	0.32612480356833	0.992740795669209
Faecousia.sp900553805	0.445595976973432	0.992740795669209
UBA737.sp900543215	0.32612480356833	0.992740795669209
Onthocolasp000437355	0.32612480356833	0.992740795669209
Prevotella.copri	0.32612480356833	0.992740795669209
CAG.1193.sp900550145	0.432653715849064	0.992740795669209
Ruminococcus.sp900540005	0.32612480356833	0.992740795669209
Faecousia.sp003525905	0.167894725175024	0.992740795669209
CAG.841.sp900544285	0.32612480356833	0.992740795669209
Klebsiella.variicola	0.679224538839855	0.992740795669209
Scatomorpha.sp900759385	0.679224538839855	0.992740795669209
Alectryocaccomicrobium.faecavium	1	1
Pelethomonas.sp944387775	0.679224538839855	0.992740795669209
Enorma.sp900751795	0.679224538839855	0.992740795669209
CAKTXU01.sp934615635	0.315419674046982	0.992740795669209
Merdibacter.merdavium	0.315419674046982	0.992740795669209
Woodwardibium.sp900760275	0.55655074152081	0.992740795669209
Vescimonas.sp900756715	0.55655074152081	0.992740795669209
Lawsonibacterhominis	0.315419674046982	0.992740795669209
Egerieisoma.sp900543695	0.55655074152081	0.992740795669209
Adlercreutzia.equolifaciens	0.315419674046982	0.992740795669209
Parabacteroides.sp900760525	0.571292507520386	0.992740795669209
Evtepia.gabavorous	0.55655074152081	0.992740795669209
Bacteroides.stercorirosoris	0.571292507520386	0.992740795669209
CAG.273.sp000435755	0.571292507520386	0.992740795669209
Neoclostridium.roslinense	0.315419674046982	0.992740795669209
CAG.170.sp900549635	0.315419674046982	0.992740795669209
Scatosoma.sp900552625	0.315419674046982	0.992740795669209
Parabacteroides.goldsteinii	0.571292507520386	0.992740795669209
UBA3818.sp900557155	0.315419674046982	0.992740795669209
CAG.302.sp000431795	0.571292507520386	0.992740795669209
Tidjanibacter.inops	0.896155071405668	0.992740795669209
Negativibacillus.faecipullorum	0.55655074152081	0.992740795669209
RUG11247.sp902767315	0.315419674046982	0.992740795669209
Alistipesihumii	0.315419674046982	0.992740795669209
Collinsella.sp900548495	0.315419674046982	0.992740795669209
Alectryocaccomicrobium.excrementavium	0.55655074152081	0.992740795669209
Faecenecus.gallistercoris	0.315419674046982	0.992740795669209
Dialister.sp025992895	0.55655074152081	0.992740795669209
Protoclostridium.gallicola	0.844771743519539	0.992740795669209
Comamonas.kerstersii	0.844771743519539	0.992740795669209
CAG.245.sp934122035	0.844771743519539	0.992740795669209
CAG.196.sp002102975	0.844771743519539	0.992740795669209
Bacteroides.fragilis_B	0.844771743519539	0.992740795669209
CAG.302.sp900543825	0.844771743519539	0.992740795669209
Parabacteroides.gordonii	0.844771743519539	0.992740795669209
UMGS1668.sp900768105	0.359609852851348	0.992740795669209
CALXXX01.sp944391565	0.616575602311988	0.992740795669209
SFHK01.sp004556395	0.616575602311988	0.992740795669209
Merdousia.gallistercoris	0.359609852851348	0.992740795669209
Merdousia.sp944389915	0.359609852851348	0.992740795669209
Brotaphodocola.sp003480315	0.359609852851348	0.992740795669209
UMGS692.sp900544545	0.616575602311988	0.992740795669209
CAG.272.sp000433515	0.632005521963359	0.992740795669209
Merdousia.sp949293415	0.616575602311988	0.992740795669209
CAG.977.sp000434295	0.861838627282944	0.992740795669209
Protoclostridium.sp900555875	0.861838627282944	0.992740795669209
MGBC133411.sp900540425	0.861838627282944	0.992740795669209
Bacteroides.faecis	0.861838627282944	0.992740795669209
X51.20.sp001917175	0.861838627282944	0.992740795669209
Suilimivivens.aceti	0.861838627282944	0.992740795669209
Ligilactobacillus.salivarius	0.663335819487001	0.992740795669209
Veillonella.atypica	0.527624506541309	0.992740795669209
Phocaeicola.excrementipullorum	0.695254215556947	0.992740795669209
Prevotella.sp934230115	0.432653715849064	0.992740795669209
Jutongia.huaianensis	0.359609852851348	0.992740795669209
Alloprevotella.sp900541575	0.432653715849064	0.992740795669209
Faecousia.sp900544705	0.359609852851348	0.992740795669209
Coprococcus.sp900548215	0.616575602311988	0.992740795669209
